226835	20
226835	61
227493	31
231296	551
234428	51
234428	52
234428	54
234428	55
234428	56
235029	59
235029	60
241158	83
245347	120
246853	165
246853	249
246853	250
246853	251
247254	145
249654	166
250741	165
252562	398
253178	188
254864	421
255510	279
256154	246
256155	191
256248	190
257791	247
257878	260
257878	261
257885	233
257889	335
257893	264
257893	266
258222	209
258222	211
258224	214
258224	215
263148	269
264857	267
266231	274
266231	276
266348	271
267592	273
269165	568
269165	569
270777	292
270777	470
270782	288
270787	288
272887	513
273915	427
274539	429
274539	442
278362	378
278366	327
278367	391
278367	527
279527	341
279527	345
279527	346
280473	360
281622	548
281622	549
281622	550
281622	560
282300	380
282300	405
294311	428
294350	425
294350	426
295603	430
295603	431
295603	475
295603	500
295603	502
295603	503
295603	515
299252	761
299252	762
299252	763
299252	764
299252	766
299252	767
299252	768
299252	769
299252	770
299252	771
299252	772
299252	773
299252	774
299252	775
299252	776
299252	777
299252	784
299252	785
299252	786
299252	787
299371	620
299371	630
299371	631
299371	632
299371	633
299371	634
299371	635
299371	636
299371	637
299371	638
299371	639
299371	640
299371	641
299371	642
299371	643
299371	645
299371	646
299371	647
299371	648
299371	649
299371	650
299371	651
299371	652
299371	653
299371	654
299371	656
299371	657
299371	659
299371	665
299371	669
299371	670
299371	671
299371	675
299371	676
299371	678
299371	679
299371	680
299371	681
299371	682
299371	683
299371	684
299371	685
299371	686
299371	689
299371	690
299371	691
299371	692
299371	693
299371	694
299371	695
299371	696
299371	697
299371	698
299371	699
299371	700
299371	701
299371	721
299371	725
299371	733
299371	755
299371	804
299497	514
300676	524
300676	525
300676	536
300676	537
300676	543
300676	544
300676	545
301543	538
301543	539
301543	540
301664	547
301970	552
303596	562
305150	594
306803	597
306803	598
307176	608
307396	617
308047	618
308047	621
308047	622
308047	623
308047	624
308047	627
308047	829
308310	658
308310	660
308310	661
308310	662
308310	663
308310	664
308310	672
308310	673
308310	674
308310	738
309766	666
309818	668
310236	778
310439	702
310439	703
310439	704
310439	724
310439	726
310439	727
310439	728
310439	729
310439	730
310439	731
310439	740
310439	745
310439	746
310439	754
310439	757
310439	759
312035	742
312035	743
312035	744
312035	747
312035	748
312035	749
312035	750
312035	751
312035	752
312035	753
312035	756
312035	758
312035	760
312035	765
312035	780
312035	837
312567	797
312567	799
312567	800
312594	792
312594	834
312623	807
312623	874
312623	875
312623	876
312876	806
313475	819
313475	820
313636	812
313923	841
313923	843
313923	844
314552	835
314552	836
315488	814
315580	816
315940	833
317177	825
317278	845
317278	846
317446	826
317550	828
318263	917
318263	918
318263	919
318288	839
318288	840
318288	847
318288	851
318479	1003
318479	1004
318479	1005
318479	1006
318479	1016
318559	896
318559	914
318618	895
318635	848
318635	849
318635	864
318982	852
319754	856
319757	891
319757	892
319757	893
320366	862
320366	863
320716	865
320990	867
321008	868
321008	870
321008	871
321008	887
321008	898
321008	899
321008	900
321008	901
321008	902
321008	903
321013	869
321013	872
321013	873
321325	877
321325	878
321435	879
321435	880
321463	881
321463	882
322121	888
322121	889
322206	894
322810	897
327406	938
331686	974
332141	976
333169	993
334505	1028
335047	1002
335047	1008
335047	1009
337462	1055
337462	1056
